TimeDate,signal quality,attention,meditation,delta,theta,low alpha,high alpha,low beta,high beta,lowgamma,mid gamma
13:19:21 12-12-2024,0,51,64,4653,14242,12011,13365,12495,9896,4476,4152
13:19:22 12-12-2024,0,53,74,4094,3830,14447,8516,12335,14086,6590,4825
13:19:23 12-12-2024,0,63,47,6914,9299,692,748,6023,7241,7977,3998
13:19:24 12-12-2024,0,53,43,30345,31517,13976,3133,11121,18392,8438,7538
13:19:25 12-12-2024,0,50,37,55221,47415,6001,18932,12534,13141,5343,2059
13:19:26 12-12-2024,0,41,17,17206,34592,2850,5817,14000,9174,15456,1338
13:19:27 12-12-2024,0,24,47,46898,16145,9039,16742,8141,5304,7216,3580
13:19:28 12-12-2024,0,21,54,17585,4625,2383,10002,10859,4410,5568,2296
13:19:29 12-12-2024,0,17,61,393078,29060,15801,13924,8855,7791,6529,2197
13:19:30 12-12-2024,0,20,70,22399,41784,19940,4644,5859,16912,3800,4183
13:19:31 12-12-2024,0,40,60,13553,8899,1926,6863,4056,19281,5230,2565
13:19:32 12-12-2024,0,35,57,5530,26681,16598,7176,5302,6931,9868,2125
13:19:33 12-12-2024,0,40,57,4708,9394,3673,16635,15664,7676,4531,2681
13:19:34 12-12-2024,0,29,51,21427,115668,15036,17153,4941,11813,4678,4017
13:19:35 12-12-2024,0,16,47,65478,45324,10016,3193,16238,16001,2822,5510
13:19:36 12-12-2024,0,10,30,66046,158000,13824,13427,5789,12971,6235,2323
13:19:37 12-12-2024,0,20,20,40647,17730,3902,4661,11066,19133,7570,6451
13:19:38 12-12-2024,0,37,23,4808,19693,10358,1911,5121,13104,6516,3002
13:19:39 12-12-2024,0,34,24,10086,25472,6056,998,3152,7062,5788,5487
13:19:40 12-12-2024,0,54,38,1683,5168,7907,5210,7413,13114,11313,3737
13:19:41 12-12-2024,0,53,48,9466,11197,2438,13221,2189,17050,18690,4198
13:19:42 12-12-2024,0,48,47,8264,31396,717,8569,1061,7751,3280,1862
13:19:43 12-12-2024,0,51,56,19975,15711,11314,3992,6164,9991,8718,7298
13:19:44 12-12-2024,0,40,60,27707,19177,23119,3417,4211,10477,6087,4006
13:19:45 12-12-2024,0,40,51,18677,18930,7919,4540,9353,21928,4369,2198
13:19:46 12-12-2024,0,44,47,5691,27747,3280,7329,15734,14274,3834,5531
13:19:47 12-12-2024,0,47,30,38406,34590,2731,2925,4153,12628,8165,2784
13:19:48 12-12-2024,0,48,26,4757,13774,2593,9522,4501,7515,6083,5415
13:19:49 12-12-2024,0,44,29,94256,18660,5109,12039,20092,15584,10864,5160
13:19:50 12-12-2024,0,47,38,17543,24253,10974,5969,11338,16149,14263,4155
13:19:51 12-12-2024,0,48,38,3390,37890,942,6229,4635,18632,7171,1407
13:19:52 12-12-2024,0,50,48,2591,8010,16357,2680,2534,8799,6594,6367
13:19:53 12-12-2024,0,38,50,8825,38466,10765,9944,9785,7935,15322,3804
13:19:54 12-12-2024,0,38,40,16512,28695,2588,6899,19749,15611,9050,8446
13:19:55 12-12-2024,0,43,56,6092,14365,21996,6523,5535,29360,12091,3987
13:19:56 12-12-2024,0,47,48,11415,18957,4198,12268,5308,16118,9397,3593
13:19:57 12-12-2024,0,48,41,66590,113485,14488,18074,7903,25638,20650,3990
13:19:58 12-12-2024,0,41,56,36145,30736,12535,10573,2822,9685,16569,9258
13:19:59 12-12-2024,0,38,60,69339,4440,9486,3980,4215,8249,10356,9419
13:20:00 12-12-2024,0,41,51,21971,14417,2872,5303,6292,14974,7539,3241
13:20:01 12-12-2024,0,44,53,47621,47140,7200,12158,7605,20260,19886,2660
13:20:02 12-12-2024,0,47,51,388486,30633,11243,10126,3909,9551,9841,5536
13:20:03 12-12-2024,0,41,44,23426,23396,14191,3701,7800,12566,6265,3470
13:20:04 12-12-2024,0,29,56,64663,29209,21949,10419,10927,12082,5170,5766
13:20:05 12-12-2024,0,29,60,7655,34383,13469,5723,8128,15044,3927,2148
13:20:06 12-12-2024,0,34,63,36284,22044,16754,11100,2732,12632,10397,6223
13:20:07 12-12-2024,0,48,54,3228,11949,3468,4870,9992,25369,33555,2028
13:20:08 12-12-2024,0,51,54,545451,21913,8415,14115,5582,10770,15528,4986
13:20:09 12-12-2024,0,41,56,13875,81033,15378,22777,5604,9447,14302,978
13:20:10 12-12-2024,0,48,57,8102,9035,6509,20516,6381,17936,11243,6802
13:20:11 12-12-2024,0,35,66,14703,20335,10956,7243,8372,13584,8681,2084
13:20:12 12-12-2024,0,40,64,22436,17345,6935,14048,5737,14731,15066,4525
13:20:13 12-12-2024,0,53,67,37055,26000,16014,7926,5155,17723,12481,1983
13:20:14 12-12-2024,0,54,63,8753,14119,19300,6274,9487,22210,8598,4713
13:20:15 12-12-2024,0,57,66,7481,6134,315,9215,3072,8596,21087,2990
13:20:16 12-12-2024,0,57,66,3674,10080,9089,3265,7524,7324,8518,4467
13:20:17 12-12-2024,0,50,51,54533,19554,1252,2331,1014,3691,1715,1612
13:20:18 12-12-2024,0,50,50,6195,19479,11235,7829,6828,19879,13666,3177
13:20:19 12-12-2024,0,43,44,594790,44594,14938,16875,18378,23334,13968,7842
13:20:20 12-12-2024,0,44,40,30870,28947,18435,2643,10939,22137,13531,6333
13:20:21 12-12-2024,0,43,29,398701,301444,12297,6793,23989,41397,45561,8810
13:20:22 12-12-2024,0,50,24,61540,11924,9438,2365,10920,23714,16532,10326
13:20:23 12-12-2024,0,40,27,22627,74270,31954,15732,7321,11909,16254,9688
13:20:24 12-12-2024,0,41,34,19787,4825,878,10895,14236,9108,4690,3166
13:20:25 12-12-2024,0,48,54,12913,13817,6043,11113,21411,10070,10768,3918
13:20:26 12-12-2024,0,43,56,49015,18009,6308,5292,7164,16739,6723,10314
13:20:27 12-12-2024,0,63,43,2173,17833,2127,4388,4232,16774,8119,3056
13:20:28 12-12-2024,0,63,40,18048,31119,15347,2344,3866,21333,4898,6291
13:20:29 12-12-2024,0,54,21,23707,83005,1040,6447,15680,13066,6266,8225
13:20:30 12-12-2024,0,51,16,14736,17451,7529,199,14240,10023,13004,2557
13:20:31 12-12-2024,0,34,16,61138,60642,9742,3419,9079,9885,4560,1809
13:20:32 12-12-2024,0,37,14,74597,21337,9767,3837,6551,22085,6858,2373
13:20:33 12-12-2024,0,47,34,85627,6865,1496,2354,1891,3914,2549,1327
13:20:34 12-12-2024,0,41,34,94739,7136,1037,1442,3335,2290,1319,1443
13:20:35 12-12-2024,0,54,41,21068,17082,9869,4175,5578,16117,11356,4614
13:20:36 12-12-2024,0,44,53,26032,22386,14296,13098,3968,10329,4458,3079
13:20:37 12-12-2024,0,47,47,5898,11620,1896,2796,8655,7254,5909,4123
13:20:38 12-12-2024,0,54,60,1521,4673,3432,9470,7739,9471,5209,2683
13:20:39 12-12-2024,0,37,77,35969,29029,28831,34161,4757,6807,2798,2417
13:20:40 12-12-2024,0,50,64,16161,15207,6003,7892,10882,28218,4778,2564
13:20:41 12-12-2024,0,40,80,13644,27226,23134,3795,4711,7695,6359,3383
13:20:42 12-12-2024,0,27,77,64285,23172,4056,11993,6590,6203,14113,4716
13:20:43 12-12-2024,0,40,67,5047,12193,13246,5503,6073,7837,5592,845
13:20:44 12-12-2024,0,24,53,28460,55534,2460,3298,15820,12123,4092,1562
13:20:45 12-12-2024,0,17,50,53748,39762,31227,11312,34541,6732,4071,10255
13:20:46 12-12-2024,0,34,51,4462,2763,1641,5315,3948,7523,8931,2415
13:20:47 12-12-2024,0,47,50,3628,2981,5084,9251,1342,15455,13647,5958
13:20:48 12-12-2024,0,66,67,1404,2886,2211,4640,2227,15746,2391,4383
13:20:49 12-12-2024,0,78,66,495809,41155,959,33477,7910,19644,10248,2815
13:20:50 12-12-2024,0,54,60,44828,121623,7681,26124,8517,11481,4614,10514
13:20:51 12-12-2024,0,27,54,96741,63570,20091,21593,13033,5920,6854,1565
13:20:52 12-12-2024,0,14,61,72162,17653,7193,13686,4828,14535,5669,2452
13:20:53 12-12-2024,0,1,54,208333,128227,28603,8950,3869,6899,9292,1729
13:20:54 12-12-2024,0,7,57,120356,6178,1924,938,583,1850,496,1035
13:20:55 12-12-2024,0,21,47,27209,33613,3044,5647,4080,11279,8752,1490
13:20:56 12-12-2024,0,17,51,960,6136,4737,10830,6285,6088,3976,3695
13:20:57 12-12-2024,0,38,60,26729,19666,13018,10857,7198,12431,9079,2727
13:20:58 12-12-2024,0,34,66,495477,24426,16054,2659,6016,5338,3665,3582
13:20:59 12-12-2024,0,30,81,18686,13347,7953,7582,4205,7023,5679,2584
13:21:00 12-12-2024,0,24,60,94466,43125,1619,5813,4266,7524,5816,3438
13:21:01 12-12-2024,0,7,53,240607,18641,2147,5024,4539,976,1302,713
13:21:02 12-12-2024,0,7,43,8565,78479,18842,3456,4226,12945,2152,1447
13:21:03 12-12-2024,0,21,30,5436,5473,4437,1947,7220,14084,5637,2057
13:21:04 12-12-2024,0,23,47,4896,24610,12470,9941,8299,7773,3157,2179
13:21:05 12-12-2024,0,41,41,5244,28662,8316,909,7624,9244,3968,3070
13:21:06 12-12-2024,0,63,41,4611,3468,3293,2219,9025,11151,6419,1659
13:21:07 12-12-2024,0,38,47,19721,40436,10016,6395,7798,4785,6340,5082
13:21:08 12-12-2024,0,35,43,18622,26340,11231,3395,4230,5275,5569,10705
13:21:09 12-12-2024,0,41,48,15227,10962,3015,7652,8513,12164,8468,4297
13:21:10 12-12-2024,0,29,56,18188,17361,10657,5315,7351,12288,15728,3652
13:21:11 12-12-2024,0,47,57,21568,13934,6130,8418,5974,13953,31606,6063
13:21:12 12-12-2024,0,51,64,27185,16722,16419,12452,12854,9654,8164,7850
13:21:13 12-12-2024,0,50,75,9448,12208,16639,11850,4963,17249,14164,3333
13:21:14 12-12-2024,0,50,83,48331,17052,33039,9482,8317,19991,15516,5594
13:21:15 12-12-2024,0,51,69,44089,21294,3934,2480,8958,15624,20625,7132
13:21:16 12-12-2024,0,70,56,2902,6543,6501,2786,7186,27261,11053,5476
13:21:17 12-12-2024,0,70,48,16450,7554,2212,6019,11552,7506,9268,5368
13:21:18 12-12-2024,0,75,43,3944,12143,19316,2964,5822,15905,9663,2930
13:21:19 12-12-2024,0,63,44,77840,92361,14034,9423,8758,23745,7967,1820
13:21:20 12-12-2024,0,47,60,36921,17194,24355,6670,13267,12610,4973,2366
13:21:21 12-12-2024,0,23,44,703019,171001,7587,10008,8649,5337,7830,4438
13:21:22 12-12-2024,0,20,34,51644,19462,6221,2960,13375,7619,7948,3123
13:21:23 12-12-2024,0,29,51,16250,8868,7777,13292,1441,14892,7601,3697
13:21:24 12-12-2024,0,41,35,5551,7353,3363,2877,14060,11492,7885,3923
13:21:25 12-12-2024,0,66,43,9841,13188,1479,3504,4682,7934,8107,5257
13:21:26 12-12-2024,0,75,50,10889,5851,6315,2393,2984,11402,16535,6032
13:21:27 12-12-2024,0,69,51,25586,6653,3682,14172,3978,6397,7110,1082
13:21:28 12-12-2024,0,57,60,39819,26035,7903,8198,10248,9583,5112,1746
13:21:29 12-12-2024,0,54,66,56724,25168,5748,8713,5574,11838,24958,7029
13:21:30 12-12-2024,0,47,61,6610,16789,433,9953,8074,9248,2553,2623
13:21:31 12-12-2024,0,44,43,8442,48394,7732,6385,3169,14457,15507,1625
13:21:32 12-12-2024,0,53,43,21815,9090,6444,2976,8411,11337,7224,1169
13:21:33 12-12-2024,0,61,43,4885,7682,6365,2303,3494,12493,8712,1273
13:21:34 12-12-2024,0,54,63,21783,7596,31557,2196,8099,6147,5196,3145
13:21:35 12-12-2024,0,54,75,12069,25457,4937,14640,3356,11159,7457,4040
13:21:36 12-12-2024,0,53,66,14899,14376,2450,3031,7650,8426,4884,5865
13:21:37 12-12-2024,0,51,64,3861,7031,7519,687,11489,9904,6847,1131
13:21:38 12-12-2024,0,57,60,3184,11135,13622,17303,5801,13113,8233,2033
13:21:39 12-12-2024,0,64,61,4916,6261,3493,6582,1597,9812,8619,2586
13:21:40 12-12-2024,0,60,74,14523,23511,10970,15250,14882,11314,7843,2315
13:21:41 12-12-2024,0,54,75,29776,25893,4287,11916,4141,16660,3474,2852
13:21:42 12-12-2024,0,48,64,671867,32193,15939,7591,10255,7258,8142,2205
13:21:43 12-12-2024,0,43,54,12452,22744,3884,8115,17850,10596,2987,1934
13:21:44 12-12-2024,0,43,54,30170,37563,23838,15950,22305,16836,5984,2179
13:21:45 12-12-2024,0,41,64,12680,6941,10660,12881,8695,11737,5592,2749
13:21:46 12-12-2024,0,40,69,75031,48477,45764,12390,17882,12567,9752,2182
13:21:47 12-12-2024,0,34,83,26324,26214,14102,25405,16075,9479,8473,2547
13:21:48 12-12-2024,0,34,83,6143,21936,3459,14110,5566,9792,10861,1905
13:21:49 12-12-2024,0,30,78,51359,30022,24466,10505,8897,19816,3126,4203
13:21:50 12-12-2024,0,29,63,411946,64214,6860,7563,9859,6874,12121,5011
13:21:51 12-12-2024,0,40,63,65050,9402,6860,10357,3270,11102,7244,2682
13:21:52 12-12-2024,0,24,57,193095,68043,18675,5100,7073,4032,3261,5918
13:21:53 12-12-2024,0,29,50,6985,11594,4344,4274,8783,10989,6710,2476
13:21:54 12-12-2024,0,35,77,59928,7894,14365,20516,1527,7608,4654,2144
13:21:55 12-12-2024,0,40,74,4647,2832,5940,3890,4038,8637,5514,2550
13:21:56 12-12-2024,0,54,75,21768,23148,5322,8747,12418,8525,8407,2914
13:21:57 12-12-2024,0,44,96,12762,5993,10594,20210,4736,6575,12413,3122
13:21:58 12-12-2024,0,37,69,53963,117702,15614,12378,16808,11034,4907,2336
13:21:59 12-12-2024,0,23,69,12477,30739,16662,12774,5960,9773,7571,1928
13:22:00 12-12-2024,0,27,75,8198,23007,19040,13122,23334,18530,3728,1589
13:22:01 12-12-2024,0,29,61,59536,13618,8334,5716,5833,6643,5893,1473
13:22:02 12-12-2024,0,34,67,43206,72404,16806,15064,7373,11556,5211,2749
13:22:03 12-12-2024,0,47,66,7050,2404,2772,5177,4619,7477,5243,1536
13:22:04 12-12-2024,0,50,67,9090,7285,6394,7483,9111,9813,9574,1711
13:22:05 12-12-2024,0,56,60,2666,14966,9077,1694,12530,12565,4205,1456
13:22:06 12-12-2024,0,64,48,13535,28995,1747,3858,5427,10431,5910,2011
13:22:07 12-12-2024,0,53,43,52120,36381,10330,7735,5681,9457,3688,4016
13:22:08 12-12-2024,0,41,41,88242,37537,9811,17709,6990,9104,3565,4131
13:22:09 12-12-2024,0,37,43,66871,38555,8442,11681,6311,15920,11811,4664
13:22:10 12-12-2024,0,37,50,70961,21953,1452,6160,4398,9150,13349,2210
13:22:11 12-12-2024,0,50,48,102666,21839,7439,11262,5402,30126,6750,2739
13:22:12 12-12-2024,0,57,47,38116,16672,6006,7714,3621,12201,22042,2644
13:22:13 12-12-2024,0,69,47,5469,6784,8077,1892,5754,16275,6982,2432
13:22:14 12-12-2024,0,78,41,13630,34338,3473,6580,5410,31429,17139,2274
13:22:15 12-12-2024,0,80,47,87541,5555,1809,13493,4861,21460,7866,3289
13:22:16 12-12-2024,0,70,47,225048,18888,6426,10706,16479,5316,5433,4296
13:22:17 12-12-2024,0,61,44,8084,11796,1325,5509,6604,6151,6177,3217
13:22:18 12-12-2024,0,44,48,96935,90035,13420,5644,11443,12725,7571,3102
13:22:19 12-12-2024,0,26,35,134531,130914,18926,4589,14584,19447,6188,3643
13:22:20 12-12-2024,0,30,20,38040,40549,2012,4654,2209,12085,10774,2416
13:22:21 12-12-2024,0,26,27,98509,25892,9093,17141,6706,8438,15646,1933
13:22:22 12-12-2024,0,27,35,9772,41443,8928,8237,3287,8001,7701,3372
13:22:23 12-12-2024,0,38,37,61697,59549,9749,3981,9583,28123,11512,4908
13:22:24 12-12-2024,0,47,51,26300,13225,16250,5709,11865,23300,6452,2104
13:22:25 12-12-2024,0,51,44,25463,36012,18484,11498,24736,23678,6268,5033
13:22:26 12-12-2024,0,64,53,11330,6155,11575,4968,7021,14418,6134,7148
13:22:27 12-12-2024,0,64,60,27486,31988,8454,6244,6213,15412,8306,5298
13:22:28 12-12-2024,0,53,57,11578,25497,5458,16976,19784,8310,14524,5866
13:22:29 12-12-2024,0,43,67,38919,43664,39576,8981,2792,8508,13705,3304
13:22:30 12-12-2024,0,38,63,9022,15649,7783,5186,3019,11810,10460,8716
13:22:31 12-12-2024,0,41,69,2734,11643,11852,6175,6251,14001,7903,2900
13:22:32 12-12-2024,0,44,67,100784,4787,1625,1652,3950,2308,1747,1919
13:22:33 12-12-2024,0,51,57,37246,25022,8982,5573,7952,7032,5574,2419
13:22:34 12-12-2024,0,48,66,11345,18640,20853,24708,10517,22491,6842,1996
13:22:35 12-12-2024,0,51,61,5639,11657,2329,8376,5199,14070,8931,3446
13:22:36 12-12-2024,0,53,74,31595,6026,8740,9393,6632,8042,9231,4964
13:22:37 12-12-2024,0,63,74,9702,18649,8264,10680,15125,20763,16057,3442
13:22:38 12-12-2024,0,54,61,28854,65103,14558,17443,12563,13122,18155,2469
13:22:39 12-12-2024,0,54,66,4564,8032,3528,8155,1741,13190,6497,6679
13:22:40 12-12-2024,0,60,48,14542,21004,3517,3709,5078,16150,16648,2474
13:22:41 12-12-2024,0,66,53,6448,2946,1024,12404,4835,18684,9079,4927
13:22:42 12-12-2024,0,87,50,3347,6473,4512,4973,7577,20837,14893,1546
13:22:43 12-12-2024,0,88,34,85670,4773,724,302,1885,4476,2121,2329
13:22:44 12-12-2024,0,81,41,10447,39127,12853,10611,6022,17242,9869,3417
13:22:45 12-12-2024,0,87,24,4627,6634,2822,1480,1918,23462,17442,5689
13:22:46 12-12-2024,0,67,21,55243,32394,3229,5125,8336,5956,2419,2628
13:22:47 12-12-2024,0,63,34,48498,20749,7922,7753,14543,14587,17691,8279
13:22:48 12-12-2024,0,70,26,9790,31723,8835,6408,11124,33217,11388,5381
13:22:49 12-12-2024,0,43,43,53141,62399,30420,21937,12465,9297,18497,4429
13:22:50 12-12-2024,0,40,50,70427,36230,14030,2231,3360,5610,10132,2171
13:22:51 12-12-2024,0,40,56,41254,5506,6390,7187,10139,8096,6248,4872
13:22:52 12-12-2024,0,20,67,55870,64703,26654,15700,11976,11067,11475,5313
13:22:53 12-12-2024,0,29,77,10528,9536,5957,37006,8876,12681,4667,7684
13:22:54 12-12-2024,0,26,66,432003,112108,13393,6868,11015,8797,4340,5897
13:22:55 12-12-2024,0,21,74,6256,3300,7025,11188,7273,5524,8673,1737
13:22:56 12-12-2024,0,51,60,8998,5835,3584,3696,9806,35211,5646,3659
13:22:57 12-12-2024,0,51,54,5606,14177,10175,14827,7257,8872,17044,3795
13:22:58 12-12-2024,0,75,69,5290,3084,5614,8908,9216,15244,14436,5157
13:22:59 12-12-2024,0,83,60,589,13423,14085,8717,18553,22612,10790,7244
13:23:00 12-12-2024,0,57,61,62276,72578,10574,5044,6635,15830,11598,2073
13:23:01 12-12-2024,0,69,44,2441,7264,1379,3001,6841,9095,9424,5111
13:23:02 12-12-2024,0,74,35,3885,3590,6588,2476,16939,15747,11435,11509
13:23:03 12-12-2024,0,61,37,60795,26934,8546,13496,5162,9204,17147,7148
13:23:04 12-12-2024,0,66,56,12113,18813,30702,7344,4450,16239,5762,4953
13:23:05 12-12-2024,0,54,60,45385,24302,2548,8644,12537,8090,7132,4160
13:23:06 12-12-2024,0,43,57,7209,35302,4054,10189,11126,17383,7366,5090
13:23:07 12-12-2024,0,34,57,31005,57284,23726,10122,6736,6029,9379,2755
13:23:08 12-12-2024,0,26,40,20484,62245,11255,5928,9899,10421,4472,4160
13:23:09 12-12-2024,0,29,50,7094,15509,13053,7329,6123,12443,6047,2968
13:23:10 12-12-2024,0,27,66,5633,12972,13469,27921,15818,13485,10918,4778
13:23:11 12-12-2024,0,40,70,8829,7025,7980,7420,9534,4783,2681,895
13:23:12 12-12-2024,0,41,91,19248,7527,7591,15421,8896,5308,6704,3164
13:23:13 12-12-2024,0,44,87,7393,10433,5331,3349,5861,9247,2503,1981
13:23:14 12-12-2024,0,29,80,443385,73963,20976,30915,5837,6754,4291,6836
13:23:15 12-12-2024,0,38,77,6299,12727,12560,9724,8836,17060,3703,5344
13:23:16 12-12-2024,0,38,77,5468,10070,20015,8992,7367,7239,6822,9774
13:23:17 12-12-2024,0,40,77,8245,10481,4116,5460,3784,12467,18143,1615
13:23:18 12-12-2024,0,64,63,9634,11604,2555,2984,2862,14779,24726,4594
13:23:19 12-12-2024,0,51,67,67681,7872,7992,1649,1573,1932,2398,706
13:23:20 12-12-2024,0,63,54,5605,7738,5774,9239,17893,15189,8746,4097
13:23:21 12-12-2024,0,60,53,1854,17422,5473,7602,11365,14044,4722,3950
13:23:22 12-12-2024,0,64,50,3224,8222,3890,803,8701,18137,17577,3703
13:23:23 12-12-2024,0,67,27,84963,10703,1122,693,1532,2142,3497,1057
13:23:24 12-12-2024,0,60,20,41560,48169,9847,4228,15112,15627,7750,7661
13:23:25 12-12-2024,0,67,21,13208,8866,9866,8452,10570,29764,13199,1805
13:23:26 12-12-2024,0,66,29,8738,13796,14320,2181,13400,33250,40625,3242
13:23:27 12-12-2024,0,69,54,152197,22643,38015,16882,13566,20965,15344,4219
13:23:28 12-12-2024,0,60,56,84385,22831,380,6422,3808,2350,3041,2454
13:23:29 12-12-2024,0,50,51,4841,40439,5745,8612,8748,17892,15951,8627
13:23:31 12-12-2024,0,41,23,47185,103448,23375,8040,9385,18787,29582,12939
13:23:32 12-12-2024,0,56,20,167424,34863,4484,3757,2477,15494,4689,2222
13:23:33 12-12-2024,0,53,8,108768,24758,768,1998,2142,6563,2833,1242
13:23:34 12-12-2024,0,51,16,15693,20222,2210,12713,9085,33861,14378,4266
13:23:35 12-12-2024,0,53,23,520257,46785,21057,7039,11020,13231,9120,2822
13:23:36 12-12-2024,0,57,24,4698,6784,3036,3865,14432,7726,8564,4485
13:23:37 12-12-2024,0,67,41,12600,10538,5784,1983,4312,13482,6392,2098
13:23:38 12-12-2024,0,63,54,6573,7710,531,16883,5389,13380,7472,5534
13:23:39 12-12-2024,0,67,61,14072,22433,20792,11381,10544,15090,8056,1699
13:23:40 12-12-2024,0,53,54,679747,53310,426,9120,6486,7519,10853,2055
13:23:41 12-12-2024,0,40,63,21968,11826,17341,3056,12553,6491,2317,2897
13:23:42 12-12-2024,0,27,69,21106,19246,28267,20059,9856,9358,10895,2955
13:23:43 12-12-2024,0,41,61,6449,2063,3559,8606,8769,18205,63632,11437
13:23:44 12-12-2024,0,70,54,1315,3428,1003,2274,3229,38501,15798,10188
13:23:45 12-12-2024,0,78,41,19737,31666,1580,11964,12147,26502,22593,4990
13:23:46 12-12-2024,0,93,26,8241,7460,2862,6555,5744,17146,13814,8161
13:23:47 12-12-2024,0,84,26,29599,10535,5455,9223,10536,18181,18226,3617
13:23:48 12-12-2024,0,64,57,11598,7029,19197,9910,6650,14871,23055,8936
13:23:49 12-12-2024,0,57,63,105608,12636,3457,1881,2868,4798,2232,2776
13:23:50 12-12-2024,0,53,63,15951,13940,7569,4125,6115,13748,21623,9157
13:23:51 12-12-2024,0,53,57,3794,19614,2884,9345,7890,21464,24051,3016
13:23:52 12-12-2024,0,51,48,11008,23505,14267,7651,8839,15500,8365,3621
13:23:53 12-12-2024,0,57,60,14603,7213,19921,6543,4406,19458,9369,2711
13:23:54 12-12-2024,0,60,66,4256,2313,3311,8017,4567,9886,9525,7920
13:23:55 12-12-2024,0,66,64,8712,5906,6821,2574,17073,23847,11925,4336
13:23:56 12-12-2024,0,60,57,22446,84765,2186,25850,14420,18155,11270,2713
13:23:57 12-12-2024,0,57,63,1978,5239,29793,4346,8732,15818,8288,6550
13:23:58 12-12-2024,0,51,60,3276,14032,8918,11273,8582,12193,6679,2215
13:23:59 12-12-2024,0,41,66,25688,24751,9046,8674,4717,17963,13149,2273
13:24:00 12-12-2024,0,54,80,13074,3382,13696,7991,5368,21513,6464,6632
13:24:01 12-12-2024,0,57,75,85063,6047,11747,14679,6878,22828,21716,3831
13:24:02 12-12-2024,0,66,77,17049,9817,6410,22318,3178,32296,16883,3061
13:24:03 12-12-2024,0,64,67,29582,34756,8626,2717,10911,16353,7236,2088
13:24:04 12-12-2024,0,60,53,36782,24621,8168,4140,21687,16226,7614,9732
13:24:05 12-12-2024,0,48,48,44829,50552,8823,22177,3104,13468,11786,5535
13:24:06 12-12-2024,0,50,38,5107,9770,4890,4935,4810,18269,10523,5314
13:24:07 12-12-2024,0,50,48,17161,27796,23068,7390,16309,23011,12969,4688
13:24:08 12-12-2024,0,51,47,28261,12984,1365,3405,7629,7769,9731,2118
13:24:09 12-12-2024,0,56,57,14195,5604,12967,27783,7957,16912,2928,4465
13:24:10 12-12-2024,0,48,60,41128,37766,1196,21272,13033,17290,9114,4722
13:24:11 12-12-2024,0,47,60,32197,48449,19003,19614,12911,28550,9426,1945
13:24:13 12-12-2024,0,63,34,1098,9558,254,3287,3424,14578,5553,6414
13:24:14 12-12-2024,0,69,24,10769,8992,2700,2532,12603,11179,10134,2776
13:24:15 12-12-2024,0,81,23,8355,4597,3908,4563,3979,17905,21966,4270
13:24:16 12-12-2024,0,77,20,2623,15948,478,4014,3685,9317,4807,3699
13:24:17 12-12-2024,0,67,27,4268,12473,5469,1797,10148,9086,3538,4318
13:24:18 12-12-2024,0,67,29,1621,27613,3473,9098,12413,29631,12897,5588
13:24:19 12-12-2024,0,66,26,11434,15857,5536,10711,10798,33733,10722,1479
13:24:20 12-12-2024,0,64,38,14206,23739,14050,6433,15586,15444,29493,4373
13:24:21 12-12-2024,0,54,44,574773,67941,27610,20445,19184,17973,7920,1867
13:24:22 12-12-2024,0,54,48,1836,19556,4789,4435,2551,22551,11137,4086
13:24:23 12-12-2024,0,44,61,7047,19515,21568,19907,11171,19362,4600,6689
13:24:24 12-12-2024,0,51,56,5169,12080,2971,6316,9439,18628,11710,4530
13:24:25 12-12-2024,0,67,48,2776,5641,1142,4649,7074,13966,19829,5814
13:24:26 12-12-2024,0,61,43,53089,9382,1858,684,1930,3733,2165,585
13:24:27 12-12-2024,0,64,34,62832,25989,11519,6593,7107,19740,24042,4548
13:24:28 12-12-2024,0,57,51,15587,6561,11832,27980,6016,18775,8595,3882
13:24:29 12-12-2024,0,54,44,43874,16701,3013,2361,6726,18034,11477,4469
13:24:30 12-12-2024,0,60,57,32211,16848,10586,9032,1425,22457,18304,7987
13:24:31 12-12-2024,0,60,61,9769,24159,12119,12703,11629,19475,7575,5524
13:24:32 12-12-2024,0,67,51,3976,5733,8170,17717,2938,37473,8019,7357
13:24:33 12-12-2024,0,69,57,3300,13339,3416,5393,4012,23927,8952,2950
13:24:34 12-12-2024,0,63,54,6135,41764,19244,8530,7920,17303,11473,3082
13:24:35 12-12-2024,0,63,54,3822,20371,6822,14458,10492,19141,16484,6683
13:24:36 12-12-2024,0,54,50,18786,24424,6347,15380,16334,17619,15081,2958
13:24:37 12-12-2024,0,50,57,18566,13774,2884,11973,6453,15107,22147,10106
13:24:38 12-12-2024,0,60,54,19936,8277,8304,2316,9453,16304,20644,5603
13:24:39 12-12-2024,0,66,54,5263,8545,7445,9742,6104,28837,18574,12803
13:24:40 12-12-2024,0,70,40,3452,31849,764,6781,17606,29824,22148,4770
13:24:41 12-12-2024,0,64,30,409008,51796,2189,12491,5283,16151,18752,4788
13:24:42 12-12-2024,0,61,35,17928,18489,8538,8948,9553,18509,10098,5385
13:24:43 12-12-2024,0,54,34,12918,15841,3844,11342,5789,18062,5901,6901
13:24:44 12-12-2024,0,47,54,4618,26088,11549,16427,7923,14083,12855,4863
13:24:45 12-12-2024,0,48,63,35204,29941,18619,9079,11466,17185,4691,5674
13:24:46 12-12-2024,0,44,74,11839,4583,13651,5568,6433,9544,13598,4210
13:24:47 12-12-2024,0,50,70,6459,9598,8551,3419,5913,21346,14086,6349
